orden reporte,zm_flag,nombre_zm,nombre_zm_match_sina,nombre_zm_match,estado,clasificacion,pob_1980,pob_2000,pob_2005,pob_2010,cambio_pob,area_1980,area_2000,area_2005,area_2010,cambio_area,sub_2015,sub_2010,normativa,remuneraciones_1980,remuneraciones_2000,remunera_2009,remunera_2014,autos_2014,autos_1980,tasamoto_1980,autos_2000,tasamoto_2000,autos_2005,tasamoto_2005,autos_2010,tasamoto_2010,tam_fam_1980,tam_fam_2000,tam_fam_2005,tam_fam_2010
101,0,Zitácuaro ,Zitacuaro ,Zitácuaro ,Michoacan,50mil- 100mil,"47,520","81,700","83,701","90,520",1.9,241,"2,309","2,340","2,465",10.2,136386.56,953902.18,,,,47,58,104300,"5,362",113,"25,292",310,"43,802",523,"97,742","1,080",,,4.42,4.09
95,0,Apatzingán de la Constitución ,Apatzingan de la Constitucion ,Apatzingán de la Constitución ,Michoacan,50mil- 100mil,"55,522","93,756","93,180","99,010",1.8,765,"1,613","1,699","1,730",2.3,560906.7,684340.57,,,,52,63,51010,"5,736",103,"21,278",227,"29,786",320,"39,324",397,,,4.21,4.1
132,0,Zacapu,Zacapu,Zacapu,Michoacan,50mil- 100mil,"39,570","49,086","51,386","52,806",1.3,236,"1,307","1,343","1,377",5.8,1467477.36,1278112.99,,,,66,85,31050,4653,118,16494,336,20301,395,27501,521,,,3.92,3.97
119,0,Ciudad Hidalgo,Ciudad Hidalgo,Ciudad Hidalgo,Michoacan,50mil- 100mil,"32,311","54,854","57,773","60,542",1.9,184,"1,081","1,099","1,289",7.0,66062.24,15647.04,,,,43,60,51869,"2,200",68,"19,269",351,"28,504",493,"45,957",759,,,4.46,4.2
114,0,Sahuayo de Morelos ,Sahuayo de Morelos ,Sahuayo de Morelos ,Michoacan,50mil- 100mil,"43,258","57,827","59,316","64,431",1.5,232,"1,190","1,200","1,270",5.5,7071538.82,3825322.27,,,,42,56,40791,"3,661",85,"12,381",214,"17,337",292,"28,413",441,,,4.17,3.98
129,0,Patzcuaro,Patzcuaro,Patzcuaro,Michoacan,50mil- 100mil,"32,902","47,993","51,124","55,298",1.7,466,901,928,979,2.1,844041.23,338106.38,,,,44,55,29803,"4,029",122,"11,423",238,"16,201",317,"24,396",441,,,4.33,4.18
15,0,Cuernavaca,Cuernavaca,Cuernavaca,Morelos,500mil - 1 millon,"368,166","798,782","847,144","924,964",2.5,"2,552","16,454","17,164","17,450",6.8,70324.32,2998935.75,,,,89,94,188653,55175,150,98424,123,102632,121,130005,141,,,3.62,3.55
35,1,Cuautla ,Cuautla ,Cuautla ,Morelos,100mil - 500mil,"138,127","372,256","383,010","434,147",3.1,417,"8,294","8,720","9,089",21.8,767813.12,1465473.35,,,,57,73,60304,"22,356",162,"28,489",77,"33,240",87,"45,390",105,,,3.85,3.74
36,1,Tepic ,Tepic ,Tepic ,Nayarit,100mil - 500mil,"177,007","342,840","379,296","429,351",2.4,876,"4,406","4,650","4,620",5.3,13148401.09,34400953.6,,,,67,73,165645,"17,219",97,"70,492",206,"111,011",293,"144,647",337,,,3.75,3.65
3,0,Monterrey,Monterrey,Monterrey,Nuevo Leon,1 millon +,"2,061,744","3,381,005","3,745,073","4,106,054",2.0,"12,855","55,035","58,668","63,018",4.9,995791.01,8772136.32,,,,115,127,567309,160021,78,360244,107,453597,121,621383,151,,,3.96,3.8
116,0,Linares ,Linares ,Linares ,Nuevo Leon,50mil- 100mil,"33,102","53,681","56,065","63,104",1.9,359,"1,430","1,521","1,549",4.3,5838574.95,8475018.41,,,,75,86,19543,"8,337",252,"10,439",194,"19,238",343,"25,212",400,,,3.87,3.79
28,0,Oaxaca,Oaxaca,Oaxaca,Oaxaca,500mil - 1 millon,"175,910","501,283","555,545","607,963",3.5,873,"10,748","12,803","13,441",15.4,797109.09,85710352.11,,,,71,59,187060,44,0,"86,504",173,"104,779",189,"147,265",242,,,3.83,3.84
67,1,Tehuantepec ,Tehuantepec ,Tehuantepec ,Oaxaca,100mil - 500mil,"70,682","145,567","150,281","161,337",2.3,"1,138","3,712","4,209","4,375",3.8,3388763.54,1525927.87,,,,45,60,34876,108,2,"14,832",102,"19,662",131,"28,363",176,,,3.91,3.84
93,0,San Juan Bautista Tuxtepec ,San Juan Bautista Tuxtepec ,San Juan Bautista Tuxtepec ,Oaxaca,100mil - 500mil,"29,050","87,071","97,241","105,182",3.6,329,"3,628","3,741","3,856",11.7,328180.16,3650488.24,,,,100,109,32764,"1,591",55,"10,598",122,"16,644",171,"23,173",220,,,3.88,3.68
109,0,Heroica Ciudad de Juchitán de Zaragoza ,Juchitan de Zaragoza ,Juchitán de Zaragoza ,Oaxaca,50mil- 100mil,"38,801","64,642","70,714","74,825",1.9,202,"1,066","1,233","1,331",6.6,1344054.02,1935062.02,,,,46,48,41733,644,17,"14,493",224,"28,690",406,"30,454",407,,,4.26,4.21
131,0,Heroica Ciudad de Huajuapan de Leon,Huajuapan de Leon,Huajuapan de Leon,Oaxaca,50mil- 100mil,"16,743","43,073","45,321","53,043",3.2,28,774,"1,159","1,270",45.4,679801.76,275991.7,,,,52,55,17695,51,3,"6,868",159,"11,290",249,"12,740",240,,,4.2,4.08
50,1,Tehuacán ,Tehuacan ,Tehuacán ,Puebla,100mil - 500mil,"113,107","240,507","279,409","296,899",2.6,718,"6,140","6,262","6,469",9.0,12844963.94,16854422.48,,,,51,62,66151,"8,921",79,"32,701",136,"34,428",123,"60,039",202,,,4.2,4.06
121,0,Acatzingo de Hidaldgo,Acatzingo de Hidaldgo,Acatzingo de Hidaldgo,Puebla,50mil- 100mil,"12,506","47,197","54,486","59,552",4.8,447,"2,725","2,743","2,860",6.4,1279443.24,145101.37,,,,40,51,8170,-,-,-,-,"4,238",78,"7,567",127,,,5.25,4.47
103,0,Atlixco ,Atlixco ,Atlixco ,Puebla,50mil- 100mil,"53,207","82,838","86,173","86,690",1.6,367,"2,562","2,674","2,826",7.7,2720652.96,759981.16,,,,51,56,32511,"3,785",71,"17,475",211,"18,631",216,"28,947",334,,,4.19,3.92
84,1,Teziutlán ,Teziutlan ,Teziutlán ,Puebla,100mil - 500mil,"25,119","102,727","115,057","122,500",4.9,75,"2,053","2,362","2,639",35.2,1001240.99,1362942.86,,,,49,60,19155,"3,994",159,"10,703",104,"11,867",103,"17,025",139,,,4.08,3.74
122,0,Huachinango,Huachinango,Huachinango,Puebla,50mil- 100mil,"25,778","49,452","54,753","59,256",2.3,48,"1,052","1,104","1,146",23.9,418148.59,343865.08,,,,42,53,16730,"3,595",139,"10,563",214,"11,085",202,"17,006",287,,,4.29,4.04
4,0,Puebla-Tlaxcala,Puebla-Tlaxcala,Puebla-Tlaxcala,Puebla-Tlaxcala,1 millon +,"1,111,266","2,269,995","2,523,321","2,728,790",2.5,"4,871","56,619","58,393","61,301",12.6,54697598.16,36673793.56,,,,82,71.5,554315,"126,127",113,"282,065",124,"386,584",153,"513,331",188,,,3.91,3.76
10,0,Querétaro,Queretaro,Querétaro,Queretaro,1 millon +,"323,275","816,481","950,828","1,097,025",3.4,782,"9,231","11,075","12,612",16.1,47123979.83,36108187.06,,,,102,115,325177,"33,474",104,"155,121",190,"169,935",179,"269,834",246,,,3.99,3.82
77,0,San Juan del Río ,San Juan del Rio ,San Juan del Río ,Queretaro,100mil - 500mil,"27,204","99,483","120,984","138,878",5.1,79,"2,571","2,986","3,070",38.9,10595027.42,13963364.1,,,,102,105,88614,"5,389",198,"27,321",275,"30,384",251,"55,600",400,,,4.1,3.71
25,0,Cancun,Cancun,Cancun,Quintana Roo,500mil - 1 millon,"37,190","431,128","586,288","677,379",18.2,478,"4,341","5,835","12,340",25.8,309498464.4,138127927.2,,,,84,84,280897,"3,867",104,"76,713",178,"114,021",194,"220,415",325,,,3.75,3.5
73,0,Playa del Carmen ,Playa del Carmen ,Playa del Carmen ,Quintana Roo,100mil - 500mil,737,"43,613","100,383","149,923",203.4,NA,748,"1,236","3,256",4.4,114761679.8,5590518.41,,,,84,74,77765,-,-,"10,133",232,"20,797",207,"58,408",390,,,3.62,3.25
72,0,Chetumal ,Chetumal ,Chetumal ,Quintana Roo,100mil - 500mil,"56,709","126,095","141,271","156,569",2.8,770,"2,220","2,331","2,811",3.7,22618935.28,16598720.73,,,,83,67,116941,"8,516",150,"31,821",252,"48,091",340,"93,452",597,,,3.92,3.59
108,0,Cozumel ,Cozumel ,Cozumel ,Quintana Roo,50mil- 100mil,"19,044","59,225","71,401","77,236",4.1,98,"1,101","1,396","1,891",19.3,274904.16,1525380.96,,,,70,82,56984,"2,418",127,"14,434",244,"27,373",383,"47,774",619,,,3.75,3.59
11,0,San Luis Potosí-Soledad de Graciano Sánchez,San Luis Potosi-Soledad de Graciano Sanchez,San Luis Potosí-Soledad de Graciano Sánchez,San Luis Potosi,1 millon +,"471,047","850,828","957,753","1,040,443",2.2,"2,000","12,859","13,681","14,863",7.4,45561431.78,70857613.4,,,,95,88,459457,"46,053",98,"177,078",208,"277,636",290,"392,741",377,,,4.045,3.84
79,1,Rioverde-Ciudad Fernández ,Rioverde-Ciudad Fernandez ,Rioverde-Ciudad Fernández ,San Luis Potosi,100mil - 500mil,"102,567","128,935","126,997","135,452",1.3,107,"3,803","3,995","3,686",34.4,2557194.47,8655080.39,,,,44,60,53739,"1,805",18,"15,586",121,"28,638",226,"42,222",312,,,4.17,4.05
83,0,Ciudad Valles ,Ciudad Valles ,Ciudad Valles ,San Luis Potosi,100mil - 500mil,"65,609","105,721","116,261","124,644",1.9,475,"2,585","2,720","2,769",5.8,5409184.18,16787425.55,,,,62,79,58354,"4,866",74,"22,435",212,"36,083",310,"49,706",399,,,3.89,3.72
106,0,Matehuala ,Matehuala ,Matehuala ,San Luis Potosi,50mil- 100mil,"41,550","64,206","70,150","77,328",1.9,315,"1,483","1,697","1,799",5.7,3513855.14,2104466.3,,,,56,78,44615,"2,933",71,"17,416",271,"25,820",368,"35,487",459,,,4.18,4.07
26,0,Culiacán Rosales,Culiacan,Culiacán,Sinaloa,500mil - 1 millon,"304,826","540,823","605,304","675,773",2.2,"1,833","7,118","8,049","8,312",4.5,47223158.15,48606675.71,,,,73,76,435697,"44,080",145,"158,647",293,"224,084",370,"343,230",508,,,4.04,3.81
40,0,Mazatlán ,Mazatlan ,Mazatlán ,Sinaloa,100mil - 500mil,"199,830","327,989","352,471","381,583",1.9,856,"3,908","4,171","4,363",5.1,45584340.63,41521368.25,,,,68,72,166021,"16,561",83,"57,129",174,"84,421",240,"127,392",334,,,3.7,3.55
53,0,Los Mochis ,Ahome,Ahome,Sinaloa,100mil - 500mil,"122,531","200,906","231,977","256,613",2.1,878,"2,587","2,994","3,273",3.7,55212205.1,44720554.31,,,,76,83,165203,"18,895",154,"55,767",278,"88,544",382,"131,386",512,,,3.91,3.66
110,0,Guasave ,Guasave ,Guasave ,Sinaloa,50mil- 100mil,"35,236","62,801","66,793","71,196",2.0,186,"1,095","1,169","1,321",7.1,9540328.52,11265190.12,,,,53,56,93982,"12,924",367,"35,949",572,"52,342",784,"77,990","1,095",,,4.12,3.97
115,0,Guamúchil ,Salvador Alvarado,Salvador Alvarado,Sinaloa,50mil- 100mil,"36,308","57,547","61,862","63,743",1.8,265,985,"1,018","1,149",4.3,10737232.87,8660262.06,,,,52,74,37722,"4,627",127,"13,754",239,"22,715",367,"31,637",496,,,3.94,3.83
23,0,Hermosillo,Hermosillo,Hermosillo,Sonora,500mil - 1 millon,"297,175","545,928","641,791","715,061",2.4,"2,118","8,960","10,412","11,161",5.3,95723482.87,70312752.51,,,,100,99,292791,47405,160,146414,268,207060,323,292090,408,,,3.78,3.61
69,0,San Luis Río Colorado ,San Luis Rio Colorado ,San Luis Río Colorado ,Sonora,100mil - 500mil,"76,684","126,645","138,796","158,089",2.1,"1,387","3,791","4,378","4,527",3.3,4558205.73,4371222.7,,,,66,84,55319,"13,198",172,"52,164",412,"52,655",379,"72,262",457,,,3.8,3.69
49,0,Ciudad Obregón ,Cajeme,Cajeme,Sonora,100mil - 500mil,"165,572","255,425","275,502","303,126",1.8,"1,020","3,369","3,800","4,100",4.0,61500985.68,82150156.2,,,,70,77,138284,"29,542",178,"84,263",330,"93,043",338,"132,861",438,,,3.75,3.56
62,1,Guaymas ,Guaymas ,Guaymas ,Sonora,100mil - 500mil,"139,025","180,316","184,816","203,430",1.5,371,"2,971","3,206","3,392",9.1,9530048.79,22422661.57,,,,71,91,36213,"10,634",76,"21,545",119,"25,477",138,"43,861",216,,,3.84,3.55
60,0,Heroica Nogales ,Nogales ,Nogales ,Sonora,100mil - 500mil,"65,603","156,854","189,759","212,533",3.2,540,"2,443","2,865","3,347",6.2,39255824.66,31460113.06,,,,94,111,87618,"18,222",278,"61,307",391,"72,504",382,"109,181",514,,,3.9,3.79
88,0,Navojoa ,Navojoa ,Navojoa ,Sonora,100mil - 500mil,"62,901","98,187","103,312","113,836",1.8,387,"2,230","2,360","2,385",6.2,14196834.33,15453172.77,,,,63,82,38561,"9,760",155,"23,668",241,-,-,"43,597",383,,,4.02,3.85
126,0,Puerto Penasco,Puerto Peñasco,Puerto Peñasco,Sonora,50mil- 100mil,"17,666","30,466","44,647","56,756",3.2,213,"1,046","1,407","2,285",10.7,5910751.8,15576474.96,,,,68,64,19339,"3,132",177,"12,746",418,"14,718",330,"24,405",430,,,3.87,3.63
120,0,Heroica Caborca,Caborca,Caborca,Sonora,50mil- 100mil,"33,696","49,917","52,330","59,922",1.8,361,"1,542","1,671","1,930",5.3,9855324.95,5147259.83,,,,84,111,31333,"7,862",233,"20,450",410,"23,307",445,"33,375",557,,,3.82,3.67
107,0,Agua Prieta ,Agua Prieta ,Agua Prieta ,Sonora,50mil- 100mil,"28,862","60,420","68,402","77,254",2.7,509,"1,325","1,512","1,764",3.5,6409547.56,3606938.21,,,,73,88,24161,"5,326",185,"24,772",410,"21,204",310,"31,533",408,,,3.85,3.86
21,0,Villahermosa,Centro,Centro,Tabasco,500mil - 1 millon,"250,903","600,580","644,629","755,425",3.0,319,"7,697","9,092","9,610",30.1,40784847.76,38367488.66,,,,117,262,254759,"19,693",78,"101,684",169,"129,512",201,"205,838",272,,,3.79,3.56
99,0,Cárdenas ,Cardenas ,Cárdenas ,Tabasco,50mil- 100mil,"34,078","81,944","83,099","95,379",2.8,96,"1,904","2,053","2,149",22.4,2051971.06,1891368.86,,,,111,84,45477,"4,071",119,"17,237",210,"21,642",260,"36,226",380,,,4.26,3.84
22,0,Reynosa-Rio Bravo,Reynosa-Rio Bravo,Reynosa-Rio Bravo,Tamaulipas,500mil - 1 millon,"294,934","524,692","633,730","727,150",2.5,"2,291","10,579","12,131","14,001",6.1,140811539,135411836.8,,,,92,100.5,302307,"83,916",285,"193,399",369,"259,744",410,"293,153",403,,,3.52,3.62
39,1,Nuevo Laredo ,Nuevo Laredo ,Nuevo Laredo ,Tamaulipas,100mil - 500mil,"203,286","310,915","355,827","384,033",1.9,"1,967","8,851","9,663","10,041",5.1,21266862.53,30768649.66,,,,106,125,110642,"30,113",148,"105,130",338,"109,552",308,"102,172",266,,,3.92,3.81
34,1,Matamoros ,Matamoros ,Matamoros ,Tamaulipas,100mil - 500mil,"238,840","418,141","462,157","489,193",2.0,"1,082","7,055","7,720","8,662",8.0,58171187.85,45445556.61,,,,92,97,140186,"26,245",110,"121,053",290,"144,765",313,"126,459",259,,,3.78,3.68
48,0,Ciudad Victoria ,Victoria ,Victoria ,Tamaulipas,100mil - 500mil,"140,161","249,029","278,455","305,155",2.2,709,"4,063","4,274","4,444",6.3,10392604.36,10245353.41,,,,85,82,125053,"14,253",102,"58,741",236,"99,171",356,"112,407",368,,,3.8,3.75
104,0,Ciudad Mante ,El Mante ,El Mante ,Tamaulipas,50mil- 100mil,"70,647","80,533","81,884","84,787",1.2,611,"1,642","1,701","1,760",2.9,2990371.98,0,,,,58,73,38283,"7,565",107,"22,902",284,"30,667",375,"33,927",400,,,3.55,3.46
17,0,Tampico,Tampico,Tampico,"Tamaulipas, Veracruz",500mil - 1 millon,"436,900","746,417","803,196","859,419",2.0,"2,906","14,385","14,905","15,471",5.3,2053164.12,6319788.06,,,,92,71,105457,22279,51,65991,88,95209,119,89559,104,,,3.58,3.45
33,1,Tlaxcala-Apizaco,Tlaxcala-Apizaco,Tlaxcala-Apizaco,Tlaxcala,100mil - 500mil,"131,837","408,401","457,655","499,567",3.8,431,"23,478","23,874","24,630",57.1,4455443.88,5644849.59,,,,79.5,67,59962,"9,179",70,"33,174",81,"58,234",127,"94,002",188,"9,179","9,179",4,3.87
124,0,Huamantla,Huamantla,Huamantla,Tlaxcala,50mil- 100mil,"21,944","46,195","53,459","58,912",2.7,219,"2,081","2,083","2,435",11.1,1502068.33,5062920.24,,,,56,67,28524,1623,74,9256,200,14050,263,19813,336,,,4.62,4.34
42,1,Minatitlán ,Minatitlan ,Minatitlán ,Veracruz,100mil - 500mil,"217,025","323,389","330,781","356,137",1.6,"2,130","7,631","7,686","8,292",3.9,367505.85,771946.49,,,,165,293,55560,"9,873",45,"21,612",67,"32,986",100,"46,261",130,,,3.74,3.48
27,0,Xalapa,Xalapa,Xalapa,Veracruz,500mil - 1 millon,"263,400","554,990","595,043","666,535",2.5,917,"6,749","7,161","7,927",8.6,1166135.68,13908176.7,,,,76,61,178023,22003,84,68472,123,104723,176,156873,235,,,3.63,3.57
20,0,Veracruz,Veracruz,Veracruz,Veracruz,500mil - 1 millon,"413,411","687,820","751,006","811,671",2.0,"1,838","6,355","6,936","7,765",4.2,243604140.4,132379551,,,,112,138,215746,40795,99,73110,106,122063,163,183669,226,,,3.46,3.38
37,1,Orizaba ,Orizaba ,Orizaba ,Veracruz,100mil - 500mil,"209,247","381,730","395,899","427,406",2.0,"1,124","6,506","6,906","7,246",6.4,132124.48,1132832.18,,,,65,78,43369,"6,105",29,"18,017",47,"27,049",68,"37,526",88,,,3.56,3.56
43,1,Coatzacoalcos ,Coatzacoalcos ,Coatzacoalcos ,Veracruz,100mil - 500mil,"207,746","307,724","321,182","347,257",1.7,845,"6,141","6,356","6,625",7.8,37153320.19,52690359.73,,,,157,213,112225,"23,472",113,"39,977",130,"65,063",203,"91,189",263,,,3.58,3.45
31,0,Poza Rica,Poza Rica,Poza Rica,Veracruz,500mil - 1 millon,"344,984","467,258","481,389","513,518",1.5,"1,664","5,379","5,871","6,101",3.7,269163.92,794511.71,,,,131,173,86331,"11,241",33,"35,011",75,"53,519",111,"75,649",147,,,3.7,3.72
46,1,Córdoba ,Cordoba ,Córdoba ,Veracruz,100mil - 500mil,"156,076","276,553","293,768","316,032",2.0,901,"3,801","3,835","4,298",4.8,5514674.77,7946442.57,,,,63,70,63015,"15,125",97,"25,686",93,"39,895",136,"54,750",173,,,3.75,3.6
92,0,Túxpam de Rodríguez Cano ,Tuxpam de Rodriguez Cano ,Túxpam de Rodríguez Cano ,Veracruz,100mil - 500mil,"56,037","93,531","100,586","108,418",1.9,214,"2,068","2,185","2,299",10.7,5340210.39,1427131.21,,,,73,93,34115,"5,834",104,"11,891",127,"19,939",198,"28,144",260,,,3.76,3.65
105,0,Martínez de la Torre ,Martinez de la Torre ,Martínez de la Torre ,Veracruz,50mil- 100mil,"25,837","65,505","72,765","78,219",3.0,241,"1,393","1,576","1,623",6.7,70324.32,1506840.62,,,,48,62,27965,"5,194",201,"12,052",184,"19,415",267,"26,264",336,,,3.8,3.63
89,1,Acayucan ,Acayucan ,Acayucan ,Veracruz,100mil - 500mil,"52,106","102,992","105,552","112,996",2.2,544,"1,447","1,480","1,584",2.9,1119605.56,1053298.92,,,,47,57,20470,"1,898",36,"6,304",61,"10,320",98,"15,416",136,,,3.95,3.79
117,0,San Andrés Tuxtla,San Andres Tuxtla,San Andrés Tuxtla,Veracruz,50mil- 100mil,"40,412","54,853","58,757","61,769",1.5,290,735,748,849,2.9,4992822.71,4188097.05,,,,46,58,16965,"2,762",68,"5,182",94,"9,250",157,"14,571",236,,,4.12,3.92
12,0,Merida,Merida,Merida,Yucatan,500mil - 1 millon,"443,918","803,920","897,740","973,046",2.2,"4,775","18,757","19,687","22,598",4.7,74693971.63,88042949.13,,,,70,80,466473,"65,143",147,"171,552",213,"269,306",300,"378,852",389,,,3.74,3.58
47,1,Zacatecas-Guadalupe ,Zacatecas-Guadalupe ,Zacatecas-Guadalupe ,Zacatecas,100mil - 500mil,"140,166","242,720","271,965","309,660",2.2,489,"2,846","3,457","3,908",8.0,99999999,21063547.66,,,,61.5,75.5,59983,"7,738",55,"63,598",262,"93,244",343,"131,351",424,,,4.07,3.81
82,0,Fresnillo ,Fresnillo ,Fresnillo ,Zacatecas,100mil - 500mil,"56,066","101,151","115,432","125,846",2.2,467,"1,796","2,103","2,238",4.8,4765684.24,21561313.39,,,,95,92,47817,"3,090",55,"32,003",316,"49,580",430,"69,742",554,,,4.15,4